Country Name,Country Code,Year,Population
Tonga,TON,1993,100103.0
South Asia (IDA & IBRD),TSA,1993,1079256381.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,565570780.0
Trinidad and Tobago,TTO,1993,1280466.0
Tunisia,TUN,1993,8857910.0
Turkiye,TUR,1993,58999167.0
Tuvalu,TUV,1993,9126.0
Tanzania,TZA,1993,28332692.0
Uganda,UGA,1993,19445161.0
Ukraine,UKR,1993,52350126.0
Upper middle income,UMC,1993,2182939692.0
Uruguay,URY,1993,3156345.0
United States,USA,1993,259919000.0
Uzbekistan,UZB,1993,21987955.0
St. Vincent and the Grenadines,VCT,1993,112735.0
"Venezuela, RB",VEN,1993,21254520.0
British Virgin Islands,VGB,1993,16989.0
Virgin Islands (U.S.),VIR,1993,106578.0
Viet Nam,VNM,1993,69586384.0
Vanuatu,VUT,1993,159463.0
World,WLD,1993,5564778620.0
Samoa,WSM,1993,171774.0
Kosovo,XKX,1993,2072664.0
"Yemen, Rep.",YEM,1993,15563914.0
South Africa,ZAF,1993,43297156.0
Zambia,ZMB,1993,8373921.0
Zimbabwe,ZWE,1993,10860288.0
Aruba,ABW,1994,77595.0
Africa Eastern and Southern,AFE,1994,347441809.0
Afghanistan,AFG,1994,16250794.0
Africa Western and Central,AFW,1994,233360104.0
Angola,AGO,1994,13249764.0
Albania,ALB,1994,3207536.0
Andorra,AND,1994,64612.0
Arab World,ARB,1994,247626514.0
United Arab Emirates,ARE,1994,2328188.0
Argentina,ARG,1994,34613491.0
Armenia,ARM,1994,3364610.0
American Samoa,ASM,1994,51251.0
Antigua and Barbuda,ATG,1994,66843.0
Australia,AUS,1994,17805468.0
Austria,AUT,1994,7936118.0
Azerbaijan,AZE,1994,7596550.0
Burundi,BDI,1994,5713854.0
Belgium,BEL,1994,10115603.0
Benin,BEN,1994,6096506.0
Burkina Faso,BFA,1994,10123798.0
Bangladesh,BGD,1994,120343179.0
Bulgaria,BGR,1994,8443591.0
Bahrain,BHR,1994,544366.0
"Bahamas, The",BHS,1994,296509.0
Bosnia and Herzegovina,BIH,1994,3725412.0
Belarus,BLR,1994,10226955.0
Belize,BLZ,1994,199097.0
Bermuda,BMU,1994,59194.0
Bolivia,BOL,1994,7727322.0
Brazil,BRA,1994,159265006.0
Barbados,BRB,1994,261620.0
Brunei Darussalam,BRN,1994,284091.0
Bhutan,BTN,1994,554497.0
Botswana,BWA,1994,1460023.0
Central African Republic,CAF,1994,3257954.0
Canada,CAN,1994,29000663.0
Central Europe and the Baltics,CEB,1994,110021594.0
Switzerland,CHE,1994,6993795.0
Channel Islands,CHI,1994,145163.0
Chile,CHL,1994,14316256.0
China,CHN,1994,1191835000.0
Cote d'Ivoire,CIV,1994,14287201.0
Cameroon,CMR,1994,12704903.0
"Congo, Dem. Rep.",COD,1994,42626876.0
"Congo, Rep.",COG,1994,2673144.0
Colombia,COL,1994,35127410.0
Comoros,COM,1994,482142.0
Cabo Verde,CPV,1994,410228.0
Costa Rica,CRI,1994,3451122.0
Caribbean small states,CSS,1994,3763806.0
Cuba,CUB,1994,10886021.0
Curacao,CUW,1994,144630.0
Cayman Islands,CYM,1994,31352.0
Cyprus,CYP,1994,844667.0
Czechia,CZE,1994,10333587.0
Germany,DEU,1994,81438348.0
Djibouti,DJI,1994,626710.0
Dominica,DMA,1994,69477.0
Denmark,DNK,1994,5206180.0
Dominican Republic,DOM,1994,7741694.0
Algeria,DZA,1994,27887279.0
East Asia & Pacific (excluding high income),EAP,1994,1694244506.0
Early-demographic dividend,EAR,1994,2228719169.0
East Asia & Pacific,EAS,1994,1917389243.0
Europe & Central Asia (excluding high income),ECA,1994,214329901.0
Europe & Central Asia,ECS,1994,857724586.0
Ecuador,ECU,1994,11372197.0
"Egypt, Arab Rep.",EGY,1994,64285589.0
Euro area,EMU,1994,321024031.0
Eritrea,ERI,1994,1913915.0
Spain,ESP,1994,39549108.0
Estonia,EST,1994,1462514.0
Ethiopia,ETH,1994,55611508.0
European Union,EUU,1994,425404352.0
Fragile and conflict affected situations,FCS,1994,541618452.0
Finland,FIN,1994,5088333.0
Fiji,FJI,1994,794771.0
France,FRA,1994,59324863.0
Faroe Islands,FRO,1994,44694.0
"Micronesia, Fed. Sts.",FSM,1994,109075.0
Gabon,GAB,1994,1094720.0
United Kingdom,GBR,1994,57865745.0
Georgia,GEO,1994,4836076.0
Ghana,GHA,1994,16993190.0
Gibraltar,GIB,1994,27239.0
Guinea,GIN,1994,7345107.0
"Gambia, The",GMB,1994,1227226.0
Guinea-Bissau,GNB,1994,1092031.0
Equatorial Guinea,GNQ,1994,550138.0
Greece,GRC,1994,10512922.0
Grenada,GRD,1994,103138.0
Greenland,GRL,1994,55500.0
Guatemala,GTM,1994,10043718.0
Guam,GUM,1994,147868.0
Guyana,GUY,1994,755822.0
High income,HIC,1994,1214865410.0
"Hong Kong SAR, China",HKG,1994,6035400.0
Honduras,HND,1994,5579242.0
Heavily indebted poor countries (HIPC),HPC,1994,406935718.0
Croatia,HRV,1994,4652024.0
Haiti,HTI,1994,7419771.0
Hungary,HUN,1994,10343355.0
IBRD only,IBD,1994,3675872938.0
IDA & IBRD total,IBT,1994,4649243135.0
IDA total,IDA,1994,973370197.0
IDA blend,IDB,1994,336096421.0
Indonesia,IDN,1994,196591828.0
IDA only,IDX,1994,637273776.0
Isle of Man,IMN,1994,71168.0
India,IND,1994,941163767.0
Ireland,IRL,1994,3590386.0
"Iran, Islamic Rep.",IRN,1994,61520598.0
Iraq,IRQ,1994,20139807.0
Iceland,ISL,1994,266021.0
Israel,ISR,1994,5399000.0
Italy,ITA,1994,56843400.0
Jamaica,JAM,1994,2475220.0
Jordan,JOR,1994,4561406.0
Japan,JPN,1994,125178000.0
Kazakhstan,KAZ,1994,17043771.0
Kenya,KEN,1994,25857130.0
Kyrgyz Republic,KGZ,1994,4515069.0
Cambodia,KHM,1994,9239162.0
Kiribati,KIR,1994,80021.0
St. Kitts and Nevis,KNA,1994,41776.0
"Korea, Rep.",KOR,1994,44641540.0
Kuwait,KWT,1994,1664361.0
Latin America & Caribbean (excluding high income),LAC,1994,421179547.0
Lao PDR,LAO,1994,4809220.0
Lebanon,LBN,1994,3889799.0
Liberia,LBR,1994,2149928.0
Libya,LBY,1994,4822037.0
St. Lucia,LCA,1994,145890.0
Latin America & Caribbean,LCN,1994,473328616.0
Least developed countries: UN classification,LDC,1994,578028937.0
Low income,LIC,1994,273508544.0
Liechtenstein,LIE,1994,30470.0
Sri Lanka,LKA,1994,17275773.0
Lower middle income,LMC,1994,1874637283.0
Low & middle income,LMY,1994,4358651071.0
Lesotho,LSO,1994,1927707.0
Late-demographic dividend,LTE,1994,1932650915.0
Lithuania,LTU,1994,3657144.0
Luxembourg,LUX,1994,402925.0
Latvia,LVA,1994,2520742.0
"Macao SAR, China",MAC,1994,396800.0
St. Martin (French part),MAF,1994,29413.0
Morocco,MAR,1994,26000822.0
Monaco,MCO,1994,31375.0
Moldova,MDA,1994,2966745.0
Madagascar,MDG,1994,13613850.0
Maldives,MDV,1994,250822.0
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1994,428117445.0
Mexico,MEX,1994,89259205.0
Marshall Islands,MHL,1994,47712.0
Middle income,MIC,1994,4085142527.0
North Macedonia,MKD,1994,1992666.0
Mali,MLI,1994,9967031.0
Malta,MLT,1994,374797.0
Myanmar,MMR,1994,42055143.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1994,402475400.0
Montenegro,MNE,1994,611389.0
Mongolia,MNG,1994,2189395.0
Northern Mariana Islands,MNP,1994,46730.0
Mozambique,MOZ,1994,15033853.0
Mauritania,MRT,1994,2249454.0
Mauritius,MUS,1994,1112846.0
Malawi,MWI,1994,10164894.0
Malaysia,MYS,1994,19820446.0
North America,NAC,1994,292185857.0
Namibia,NAM,1994,1556304.0
New Caledonia,NCL,1994,195614.0
Niger,NER,1994,9398258.0
Nigeria,NGA,1994,107935714.0
Nicaragua,NIC,1994,4549316.0
Netherlands,NLD,1994,15382838.0
Norway,NOR,1994,4336613.0
Nepal,NPL,1994,21717479.0
Nauru,NRU,1994,10137.0
New Zealand,NZL,1994,3620000.0
OECD members,OED,1994,1148779736.0
Oman,OMN,1994,2081834.0
Other small states,OSS,1994,9328189.0
Pakistan,PAK,1994,130748083.0
Panama,PAN,1994,2669546.0
Peru,PER,1994,23881493.0
Philippines,PHL,1994,69019291.0
Palau,PLW,1994,16770.0
Papua New Guinea,PNG,1994,4480208.0
Poland,POL,1994,38542652.0
Pre-demographic dividend,PRE,1994,475022693.0
Puerto Rico (US),PRI,1994,3649237.0
"Korea, Dem. People's Rep.",PRK,1994,22393975.0
Portugal,PRT,1994,9991525.0
Paraguay,PRY,1994,4471417.0
West Bank and Gaza,PSE,1994,2366298.0
Pacific island small states,PSS,1994,1878007.0
Post-demographic dividend,PST,1994,990028770.0
French Polynesia,PYF,1994,218738.0
Qatar,QAT,1994,499459.0
Romania,ROU,1994,22730211.0
Russian Federation,RUS,1994,148407912.0
Rwanda,RWA,1994,6792352.0
South Asia,SAS,1994,1101305517.0
Saudi Arabia,SAU,1994,12750040.0
Sudan,SDN,1994,24043948.0
Senegal,SEN,1994,8624078.0
Singapore,SGP,1994,3419048.0
Solomon Islands,SLB,1994,373675.0
Sierra Leone,SLE,1994,4173105.0
El Salvador,SLV,1994,5714129.0
San Marino,SMR,1994,24823.0
Somalia,SOM,1994,7026797.0
Serbia,SRB,1994,7622711.0
Sub-Saharan Africa (excluding high income),SSA,1994,525116200.0
South Sudan,SSD,1994,5071184.0
Sub-Saharan Africa,SSF,1994,580801913.0
Small states,SST,1994,14970002.0
Sao Tome and Principe,STP,1994,132732.0
Suriname,SUR,1994,422375.0
Slovak Republic,SVK,1994,5346331.0
Slovenia,SVN,1994,1989443.0
Sweden,SWE,1994,8780745.0
Eswatini,SWZ,1994,971212.0
Sint Maarten (Dutch part),SXM,1994,31917.0
Seychelles,SYC,1994,74205.0
Syrian Arab Republic,SYR,1994,14208583.0
Turks and Caicos Islands,TCA,1994,14344.0
Chad,TCD,1994,6783450.0
East Asia & Pacific (IDA & IBRD countries),TEA,1994,1671877438.0
Europe & Central Asia (IDA & IBRD countries),TEC,1994,437106291.0
Togo,TGO,1994,4222940.0
Thailand,THA,1994,58260854.0
Tajikistan,TJK,1994,5825368.0
Turkmenistan,TKM,1994,4116662.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,458042874.0
Timor-Leste,TLS,1994,844493.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1994,400109102.0
Tonga,TON,1994,100166.0
South Asia (IDA & IBRD),TSA,1994,1101305517.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,580801913.0
Trinidad and Tobago,TTO,1994,1288341.0
Tunisia,TUN,1994,9018448.0
Turkiye,TUR,1994,60033836.0
Tuvalu,TUV,1994,9207.0
Tanzania,TZA,1994,29442356.0
Uganda,UGA,1994,20108801.0
Ukraine,UKR,1994,52075998.0
Upper middle income,UMC,1994,2210505244.0
Uruguay,URY,1994,3172834.0
United States,USA,1994,263126000.0
Uzbekistan,UZB,1994,22463291.0
St. Vincent and the Grenadines,VCT,1994,112918.0
"Venezuela, RB",VEN,1994,21725188.0
British Virgin Islands,VGB,1994,17406.0
Virgin Islands (U.S.),VIR,1994,107318.0
Viet Nam,VNM,1994,70854391.0
Vanuatu,VUT,1994,163314.0
World,WLD,1994,5650853177.0
Samoa,WSM,1994,173159.0
Kosovo,XKX,1994,2105256.0
"Yemen, Rep.",YEM,1994,16149147.0
South Africa,ZAF,1994,44004139.0
Zambia,ZMB,1994,8576269.0
Zimbabwe,ZWE,1994,10873148.0
Aruba,ABW,1995,79805.0
Africa Eastern and Southern,AFE,1995,356580375.0
Afghanistan,AFG,1995,17065836.0
Africa Western and Central,AFW,1995,239801875.0
Angola,AGO,1995,13699778.0
Albania,ALB,1995,3187784.0
Andorra,AND,1995,63912.0
Arab World,ARB,1995,253952538.0
United Arab Emirates,ARE,1995,2434662.0
Argentina,ARG,1995,35070020.0
Armenia,ARM,1995,3307581.0
American Samoa,ASM,1995,52316.0
Antigua and Barbuda,ATG,1995,68189.0
Australia,AUS,1995,18004882.0
Austria,AUT,1995,7948278.0
Azerbaijan,AZE,1995,7684850.0
Burundi,BDI,1995,6066316.0
Belgium,BEL,1995,10136811.0
Benin,BEN,1995,6226773.0
Burkina Faso,BFA,1995,10386722.0
Bangladesh,BGD,1995,122600370.0
Bulgaria,BGR,1995,8406067.0
Bahrain,BHR,1995,558879.0
"Bahamas, The",BHS,1995,301461.0
Bosnia and Herzegovina,BIH,1995,3715564.0
Belarus,BLR,1995,10193831.0
Belize,BLZ,1995,204146.0
Bermuda,BMU,1995,59526.0
Bolivia,BOL,1995,7874676.0
Brazil,BRA,1995,161735073.0
Barbados,BRB,1995,262039.0
Brunei Darussalam,BRN,1995,291195.0
Bhutan,BTN,1995,547989.0
Botswana,BWA,1995,1498836.0
Central African Republic,CAF,1995,3348052.0
Canada,CAN,1995,29302311.0
Central Europe and the Baltics,CEB,1995,109864246.0
Switzerland,CHE,1995,7040687.0
Channel Islands,CHI,1995,145247.0
Chile,CHL,1995,14527381.0
China,CHN,1995,1204855000.0
Cote d'Ivoire,CIV,1995,14855565.0
Cameroon,CMR,1995,13058516.0
"Congo, Dem. Rep.",COD,1995,44433704.0
"Congo, Rep.",COG,1995,2749461.0
Colombia,COL,1995,35804662.0
Comoros,COM,1995,490586.0
Cabo Verde,CPV,1995,418104.0
Costa Rica,CRI,1995,3535176.0
Caribbean small states,CSS,1995,3795917.0
Cuba,CUB,1995,10925362.0
Curacao,CUW,1995,145139.0
Cayman Islands,CYM,1995,32743.0
Cyprus,CYP,1995,862695.0
Czechia,CZE,1995,10327253.0
Germany,DEU,1995,81678051.0
Djibouti,DJI,1995,633074.0
Dominica,DMA,1995,69469.0
Denmark,DNK,1995,5233373.0
Dominican Republic,DOM,1995,7888115.0
Algeria,DZA,1995,28470191.0
East Asia & Pacific (excluding high income),EAP,1995,1716602413.0
Early-demographic dividend,EAR,1995,2273692181.0
East Asia & Pacific,EAS,1995,1941185229.0
Europe & Central Asia (excluding high income),ECA,1995,215114964.0
Europe & Central Asia,ECS,1995,859504753.0
Ecuador,ECU,1995,11590514.0
"Egypt, Arab Rep.",EGY,1995,65652622.0
Euro area,EMU,1995,321808185.0
Eritrea,ERI,1995,2025267.0
Spain,ESP,1995,39724050.0
Estonia,EST,1995,1436634.0
Ethiopia,ETH,1995,57537335.0
European Union,EUU,1995,426210050.0
Fragile and conflict affected situations,FCS,1995,556179028.0
Finland,FIN,1995,5107790.0
Fiji,FJI,1995,798746.0
France,FRA,1995,59541294.0
Faroe Islands,FRO,1995,43610.0
"Micronesia, Fed. Sts.",FSM,1995,110230.0
Gabon,GAB,1995,1123213.0
United Kingdom,GBR,1995,58019030.0
Georgia,GEO,1995,4657722.0
Ghana,GHA,1995,17399017.0
Gibraltar,GIB,1995,27377.0
Guinea,GIN,1995,7553249.0
"Gambia, The",GMB,1995,1264313.0
Guinea-Bissau,GNB,1995,1119949.0
Equatorial Guinea,GNQ,1995,571264.0
Greece,GRC,1995,10562153.0
Grenada,GRD,1995,103869.0
Greenland,GRL,1995,55800.0
Guatemala,GTM,1995,10312996.0
Guam,GUM,1995,150054.0
Guyana,GUY,1995,758388.0
High income,HIC,1995,1222056185.0
"Hong Kong SAR, China",HKG,1995,6156100.0
Honduras,HND,1995,5739637.0
Heavily indebted poor countries (HIPC),HPC,1995,418830100.0
Croatia,HRV,1995,4620030.0
Haiti,HTI,1995,7562546.0
Hungary,HUN,1995,10328965.0
IBRD only,IBD,1995,3728290191.0
IDA & IBRD total,IBT,1995,4727566480.0
IDA total,IDA,1995,999276289.0
IDA blend,IDB,1995,345327214.0
Indonesia,IDN,1995,199888057.0
IDA only,IDX,1995,653949075.0
Isle of Man,IMN,1995,71513.0
India,IND,1995,960301044.0
Ireland,IRL,1995,3608841.0
"Iran, Islamic Rep.",IRN,1995,62205567.0
Iraq,IRQ,1995,20825860.0
Iceland,ISL,1995,267468.0
Israel,ISR,1995,5545000.0
Italy,ITA,1995,56844303.0
Jamaica,JAM,1995,2500151.0
Jordan,JOR,1995,4752096.0
Japan,JPN,1995,125472000.0
Kazakhstan,KAZ,1995,16730536.0
Kenya,KEN,1995,26601751.0
Kyrgyz Republic,KGZ,1995,4560454.0
Cambodia,KHM,1995,10018497.0
Kiribati,KIR,1995,81234.0
St. Kitts and Nevis,KNA,1995,42326.0
"Korea, Rep.",KOR,1995,45092991.0
Kuwait,KWT,1995,1681513.0
Latin America & Caribbean (excluding high income),LAC,1995,428268339.0
Lao PDR,LAO,1995,4929409.0
Lebanon,LBN,1995,3960735.0
Liberia,LBR,1995,2169162.0
Libya,LBY,1995,4906843.0
St. Lucia,LCA,1995,148208.0
Latin America & Caribbean,LCN,1995,481309028.0
Least developed countries: UN classification,LDC,1995,593609643.0
Low income,LIC,1995,281169146.0
Liechtenstein,LIE,1995,30776.0
Sri Lanka,LKA,1995,17564068.0
Lower middle income,LMC,1995,1915943684.0
Low & middle income,LMY,1995,4434718175.0
Lesotho,LSO,1995,1951437.0
Late-demographic dividend,LTE,1995,1952702058.0
Lithuania,LTU,1995,3629102.0
Luxembourg,LUX,1995,408625.0
Latvia,LVA,1995,2485056.0
"Macao SAR, China",MAC,1995,409300.0
St. Martin (French part),MAF,1995,29470.0
Morocco,MAR,1995,26399429.0
Monaco,MCO,1995,31609.0
Moldova,MDA,1995,2953200.0
Madagascar,MDG,1995,14051275.0
Maldives,MDV,1995,256649.0
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1995,438968860.0
Mexico,MEX,1995,90862455.0
Marshall Islands,MHL,1995,48266.0
Middle income,MIC,1995,4153549029.0
North Macedonia,MKD,1995,1998534.0
Mali,MLI,1995,10185365.0
Malta,MLT,1995,377419.0
Myanmar,MMR,1995,42605338.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1995,412447289.0
Montenegro,MNE,1995,611712.0
Mongolia,MNG,1995,2224945.0
Northern Mariana Islands,MNP,1995,48176.0
Mozambique,MOZ,1995,15960530.0
Mauritania,MRT,1995,2312017.0
Mauritius,MUS,1995,1122457.0
Malawi,MWI,1995,10150117.0
Malaysia,MYS,1995,20330599.0
North America,NAC,1995,295639837.0
Namibia,NAM,1995,1602170.0
New Caledonia,NCL,1995,200379.0
Niger,NER,1995,9714529.0
Nigeria,NGA,1995,110819428.0
Nicaragua,NIC,1995,4642931.0
Netherlands,NLD,1995,15459006.0
Norway,NOR,1995,4359184.0
Nepal,NPL,1995,22245439.0
Nauru,NRU,1995,10165.0
New Zealand,NZL,1995,3673400.0
OECD members,OED,1995,1158068699.0
Oman,OMN,1995,2120528.0
Other small states,OSS,1995,9389918.0
Pakistan,PAK,1995,134582253.0
Panama,PAN,1995,2724557.0
Peru,PER,1995,24348919.0
Philippines,PHL,1995,70546246.0
Palau,PLW,1995,17195.0
Papua New Guinea,PNG,1995,4644278.0
Poland,POL,1995,38594998.0
Pre-demographic dividend,PRE,1995,490118620.0
Puerto Rico (US),PRI,1995,3683103.0
"Korea, Dem. People's Rep.",PRK,1995,22669304.0
Portugal,PRT,1995,10026176.0
Paraguay,PRY,1995,4579806.0
West Bank and Gaza,PSE,1995,2474666.0
Pacific island small states,PSS,1995,1901782.0
Post-demographic dividend,PST,1995,995338472.0
French Polynesia,PYF,1995,222118.0
Qatar,QAT,1995,514325.0
Romania,ROU,1995,22684270.0
Russian Federation,RUS,1995,148375787.0
Rwanda,RWA,1995,5674118.0
South Asia,SAS,1995,1123515559.0
Saudi Arabia,SAU,1995,13289245.0
Sudan,SDN,1995,24672143.0
Senegal,SEN,1995,8848101.0
Singapore,SGP,1995,3524506.0
Solomon Islands,SLB,1995,384733.0
Sierra Leone,SLE,1995,4179179.0
El Salvador,SLV,1995,5762131.0
San Marino,SMR,1995,25158.0
Somalia,SOM,1995,7285007.0
Serbia,SRB,1995,7628264.0
Sub-Saharan Africa (excluding high income),SSA,1995,538769611.0
South Sudan,SSD,1995,5225836.0
Sub-Saharan Africa,SSF,1995,596382250.0
Small states,SST,1995,15087617.0
Sao Tome and Principe,STP,1995,134895.0
Suriname,SUR,1995,429606.0
Slovak Republic,SVK,1995,5361999.0
Slovenia,SVN,1995,1989872.0
Sweden,SWE,1995,8826939.0
Eswatini,SWZ,1995,970433.0
Sint Maarten (Dutch part),SXM,1995,31772.0
Seychelles,SYC,1995,75304.0
Syrian Arab Republic,SYR,1995,14616801.0
Turks and Caicos Islands,TCA,1995,15052.0
Chad,TCD,1995,7089064.0
East Asia & Pacific (IDA & IBRD countries),TEA,1995,1693960469.0
Europe & Central Asia (IDA & IBRD countries),TEC,1995,437796116.0
Togo,TGO,1995,4410832.0
Thailand,THA,1995,59098232.0
Tajikistan,TJK,1995,5948584.0
Turkmenistan,TKM,1995,4191203.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1995,465939463.0
Timor-Leste,TLS,1995,868146.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1995,409972623.0
Tonga,TON,1995,100225.0
South Asia (IDA & IBRD),TSA,1995,1123515559.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1995,596382250.0
Trinidad and Tobago,TTO,1995,1295169.0
Tunisia,TUN,1995,9161258.0
Turkiye,TUR,1995,61024503.0
Tuvalu,TUV,1995,9280.0
Tanzania,TZA,1995,30383497.0
Uganda,UGA,1995,20665667.0
Ukraine,UKR,1995,51665539.0
Upper middle income,UMC,1995,2237605345.0
Uruguay,URY,1995,3189440.0
United States,USA,1995,266278000.0
Uzbekistan,UZB,1995,22917589.0
St. Vincent and the Grenadines,VCT,1995,113047.0
"Venezuela, RB",VEN,1995,22193821.0
British Virgin Islands,VGB,1995,17840.0
Virgin Islands (U.S.),VIR,1995,107818.0
Viet Nam,VNM,1995,72049940.0
Vanuatu,VUT,1995,167137.0
World,WLD,1995,5736505516.0
Samoa,WSM,1995,174571.0
Kosovo,XKX,1995,2137514.0
"Yemen, Rep.",YEM,1995,16740058.0
South Africa,ZAF,1995,44541554.0
Zambia,ZMB,1995,8785763.0
Zimbabwe,ZWE,1995,10974599.0
Aruba,ABW,1996,83021.0
Africa Eastern and Southern,AFE,1996,366138524.0
Afghanistan,AFG,1996,17763266.0
Africa Western and Central,AFW,1996,246415446.0
Angola,AGO,1996,14170973.0
Albania,ALB,1996,3168033.0
Andorra,AND,1996,63984.0
Arab World,ARB,1996,260229121.0
United Arab Emirates,ARE,1996,2597564.0
Argentina,ARG,1996,35513793.0
Armenia,ARM,1996,3278735.0
American Samoa,ASM,1996,53353.0
Antigua and Barbuda,ATG,1996,69612.0
Australia,AUS,1996,18224767.0
Austria,AUT,1996,7959017.0
Azerbaijan,AZE,1996,7763000.0
Burundi,BDI,1996,6070506.0
Belgium,BEL,1996,10156637.0
Benin,BEN,1996,6391858.0
Burkina Faso,BFA,1996,10655942.0
Bangladesh,BGD,1996,124862179.0
Bulgaria,BGR,1996,8362826.0
Bahrain,BHR,1996,573792.0
"Bahamas, The",BHS,1996,306268.0
Bosnia and Herzegovina,BIH,1996,3875246.0
Belarus,BLR,1996,10159569.0
Belize,BLZ,1996,210310.0
Bermuda,BMU,1996,59813.0
Bolivia,BOL,1996,8021736.0
Brazil,BRA,1996,164202549.0
Barbados,BRB,1996,262284.0
Brunei Darussalam,BRN,1996,298276.0
Bhutan,BTN,1996,548784.0
Botswana,BWA,1996,1535914.0
Central African Republic,CAF,1996,3435965.0
Canada,CAN,1996,29610218.0
Central Europe and the Baltics,CEB,1996,109626194.0
Switzerland,CHE,1996,7071850.0
Channel Islands,CHI,1996,145565.0
Chile,CHL,1996,14734046.0
China,CHN,1996,1217550000.0
Cote d'Ivoire,CIV,1996,15442312.0
Cameroon,CMR,1996,13414757.0
"Congo, Dem. Rep.",COD,1996,45296124.0
"Congo, Rep.",COG,1996,2826785.0
Colombia,COL,1996,36462745.0
Comoros,COM,1996,499107.0
Cabo Verde,CPV,1996,425581.0
Costa Rica,CRI,1996,3619013.0
Caribbean small states,CSS,1996,3829184.0
Cuba,CUB,1996,10962010.0
Curacao,CUW,1996,146306.0
Cayman Islands,CYM,1996,34143.0
Cyprus,CYP,1996,880290.0
Czechia,CZE,1996,10315241.0
Germany,DEU,1996,81914831.0
Djibouti,DJI,1996,648348.0
Dominica,DMA,1996,69410.0
Denmark,DNK,1996,5263074.0
Dominican Republic,DOM,1996,8032894.0
Algeria,DZA,1996,29033044.0
East Asia & Pacific (excluding high income),EAP,1996,1738632397.0
Early-demographic dividend,EAR,1996,2321284245.0
East Asia & Pacific,EAS,1996,1964830092.0
Europe & Central Asia (excluding high income),ECA,1996,216002100.0
Europe & Central Asia,ECS,1996,861073425.0
Ecuador,ECU,1996,11810950.0
"Egypt, Arab Rep.",EGY,1996,67028048.0
Euro area,EMU,1996,322568383.0
Eritrea,ERI,1996,2128464.0
Spain,ESP,1996,39889852.0
Estonia,EST,1996,1415594.0
Ethiopia,ETH,1996,59467635.0
European Union,EUU,1996,426905134.0
Fragile and conflict affected situations,FCS,1996,568965099.0
Finland,FIN,1996,5124573.0
Fiji,FJI,1996,803789.0
France,FRA,1996,59754504.0
Faroe Islands,FRO,1996,43580.0
"Micronesia, Fed. Sts.",FSM,1996,110710.0
Gabon,GAB,1996,1152015.0
United Kingdom,GBR,1996,58166950.0
Georgia,GEO,1996,4491699.0
Ghana,GHA,1996,17810181.0
Gibraltar,GIB,1996,27487.0
Guinea,GIN,1996,7770035.0
"Gambia, The",GMB,1996,1301410.0
Guinea-Bissau,GNB,1996,1143535.0
Equatorial Guinea,GNQ,1996,593492.0
Greece,GRC,1996,10608800.0
Grenada,GRD,1996,104584.0
Greenland,GRL,1996,55900.0
Guatemala,GTM,1996,10583526.0
Guam,GUM,1996,152169.0
Guyana,GUY,1996,760526.0
High income,HIC,1996,1229173347.0
"Hong Kong SAR, China",HKG,1996,6435500.0
Honduras,HND,1996,5903954.0
Heavily indebted poor countries (HIPC),HPC,1996,431006940.0
Croatia,HRV,1996,4557097.0
Haiti,HTI,1996,7707557.0
Hungary,HUN,1996,10311238.0
IBRD only,IBD,1996,3780446473.0
IDA & IBRD total,IBT,1996,4806199043.0
IDA total,IDA,1996,1025752570.0
IDA blend,IDB,1996,354861820.0
Indonesia,IDN,1996,203204348.0
IDA only,IDX,1996,670890750.0
Isle of Man,IMN,1996,72047.0
India,IND,1996,979678458.0
Ireland,IRL,1996,3637510.0
"Iran, Islamic Rep.",IRN,1996,62881300.0
Iraq,IRQ,1996,21501321.0
Iceland,ISL,1996,268916.0
Israel,ISR,1996,5692000.0
Italy,ITA,1996,56860281.0
Jamaica,JAM,1996,2524463.0
Jordan,JOR,1996,4912516.0
Japan,JPN,1996,125757000.0
Kazakhstan,KAZ,1996,16416027.0
Kenya,KEN,1996,27344211.0
Kyrgyz Republic,KGZ,1996,4628438.0
Cambodia,KHM,1996,10801270.0
Kiribati,KIR,1996,82623.0
St. Kitts and Nevis,KNA,1996,42877.0
"Korea, Rep.",KOR,1996,45524681.0
Kuwait,KWT,1996,1730246.0
Latin America & Caribbean (excluding high income),LAC,1996,435299542.0
Lao PDR,LAO,1996,5045678.0
Lebanon,LBN,1996,4034781.0
Liberia,LBR,1996,2232289.0
Libya,LBY,1996,4987393.0
St. Lucia,LCA,1996,150436.0
Latin America & Caribbean,LCN,1996,489235073.0
Least developed countries: UN classification,LDC,1996,609407699.0
Low income,LIC,1996,289332496.0
Liechtenstein,LIE,1996,31033.0
Sri Lanka,LKA,1996,17905018.0
Lower middle income,LMC,1996,1957535877.0
